"","countryname","class_inductive","date","n_articles_day","cycle","quarter","priorelecdate","elecdate","gov_type","gov_type_aus_single","gov_type_maj_min","log_gdp_change_lag","poll_change_to_election","country_cycle","electoral_cycle","electoral_cycle_alt","days_cycle","n_articles_cycle","n_articles_prop","n_articles_day_lag"
"2867","Australia","Ongoing",2004-01-07,11,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.740601503759398,0.740601503759398,1064,4973,0.00221194450030163,7
"2868","Australia","Ongoing",2004-01-08,3,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.741541353383459,0.741541353383459,1064,4973,0.000603257590991353,11
"2869","Australia","Ongoing",2004-01-09,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.742481203007519,0.742481203007519,1064,4973,0.000201085863663784,3
"2870","Australia","Ongoing",2004-01-10,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.743421052631579,0.743421052631579,1064,4973,0.000201085863663784,1
"2871","Australia","Ongoing",2004-01-11,0,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.744360902255639,0.744360902255639,1064,4973,0,1
"2872","Australia","Ongoing",2004-01-12,0,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.745300751879699,0.745300751879699,1064,4973,0,0
"2873","Australia","Ongoing",2004-01-13,2,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.746240601503759,0.746240601503759,1064,4973,0.000402171727327569,0
"2874","Australia","Ongoing",2004-01-14,11,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.74718045112782,0.74718045112782,1064,4973,0.00221194450030163,2
"2875","Australia","Ongoing",2004-01-15,6,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.74812030075188,0.74812030075188,1064,4973,0.00120651518198271,11
"2876","Australia","Ongoing",2004-01-16,4,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.74906015037594,0.74906015037594,1064,4973,0.000804343454655138,6
"2877","Australia","Ongoing",2004-01-17,9,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.75,0.75,1064,4973,0.00180977277297406,4
"2878","Australia","Ongoing",2004-01-18,6,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.75093984962406,0.75093984962406,1064,4973,0.00120651518198271,9
"2879","Australia","Ongoing",2004-01-19,6,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.75187969924812,0.75187969924812,1064,4973,0.00120651518198271,6
"2880","Australia","Ongoing",2004-01-20,9,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.75281954887218,0.75281954887218,1064,4973,0.00180977277297406,6
"2881","Australia","Ongoing",2004-01-21,7,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.753759398496241,0.753759398496241,1064,4973,0.00140760104564649,9
"2882","Australia","Ongoing",2004-01-22,6,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.754699248120301,0.754699248120301,1064,4973,0.00120651518198271,7
"2883","Australia","Ongoing",2004-01-23,4,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.755639097744361,0.755639097744361,1064,4973,0.000804343454655138,6
"2884","Australia","Ongoing",2004-01-24,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.756578947368421,0.756578947368421,1064,4973,0.000201085863663784,4
"2885","Australia","Ongoing",2004-01-25,5,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.757518796992481,0.757518796992481,1064,4973,0.00100542931831892,1
"2886","Australia","Ongoing",2004-01-26,8,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.758458646616541,0.758458646616541,1064,4973,0.00160868690931028,5
"2887","Australia","Ongoing",2004-01-27,5,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.759398496240602,0.759398496240602,1064,4973,0.00100542931831892,8
"2888","Australia","Ongoing",2004-01-28,17,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.760338345864662,0.760338345864662,1064,4973,0.00341845968228434,5
"2889","Australia","Ongoing",2004-01-29,18,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.761278195488722,0.761278195488722,1064,4973,0.00361954554594812,17
"2890","Australia","Ongoing",2004-01-30,58,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.762218045112782,0.762218045112782,1064,4973,0.0116629800924995,18
"2891","Australia","Ongoing",2004-01-31,30,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.763157894736842,0.763157894736842,1064,4973,0.00603257590991353,58
"2892","Australia","Ongoing",2004-02-01,31,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.764097744360902,0.764097744360902,1064,4973,0.00623366177357732,30
"2893","Australia","Ongoing",2004-02-02,11,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.765037593984962,0.765037593984962,1064,4973,0.00221194450030163,31
"2894","Australia","Ongoing",2004-02-03,33,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.765977443609023,0.765977443609023,1064,4973,0.00663583350090489,11
"2895","Australia","Ongoing",2004-02-04,6,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.766917293233083,0.766917293233083,1064,4973,0.00120651518198271,33
"2896","Australia","Ongoing",2004-02-05,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.767857142857143,0.767857142857143,1064,4973,0.000201085863663784,6
"2897","Australia","Ongoing",2004-02-06,9,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.768796992481203,0.768796992481203,1064,4973,0.00180977277297406,1
"2898","Australia","Ongoing",2004-02-07,7,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.769736842105263,0.769736842105263,1064,4973,0.00140760104564649,9
"2899","Australia","Ongoing",2004-02-08,19,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.770676691729323,0.770676691729323,1064,4973,0.0038206314096119,7
"2900","Australia","Ongoing",2004-02-09,5,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.771616541353383,0.771616541353383,1064,4973,0.00100542931831892,19
"2901","Australia","Ongoing",2004-02-10,17,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.772556390977444,0.772556390977444,1064,4973,0.00341845968228434,5
"2902","Australia","Ongoing",2004-02-11,15,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.773496240601504,0.773496240601504,1064,4973,0.00301628795495677,17
"2903","Australia","Ongoing",2004-02-12,7,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.774436090225564,0.774436090225564,1064,4973,0.00140760104564649,15
"2904","Australia","Ongoing",2004-02-13,7,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.775375939849624,0.775375939849624,1064,4973,0.00140760104564649,7
"2905","Australia","Ongoing",2004-02-14,13,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.776315789473684,0.776315789473684,1064,4973,0.0026141162276292,7
"2906","Australia","Ongoing",2004-02-15,4,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.777255639097744,0.777255639097744,1064,4973,0.000804343454655138,13
"2907","Australia","Ongoing",2004-02-16,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.778195488721805,0.778195488721805,1064,4973,0.000201085863663784,4
"2908","Australia","Ongoing",2004-02-17,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.779135338345865,0.779135338345865,1064,4973,0.000201085863663784,1
"2909","Australia","Ongoing",2004-02-18,2,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.780075187969925,0.780075187969925,1064,4973,0.000402171727327569,1
"2910","Australia","Ongoing",2004-02-19,14,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.781015037593985,0.781015037593985,1064,4973,0.00281520209129298,2
"2911","Australia","Ongoing",2004-02-20,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.781954887218045,0.781954887218045,1064,4973,0.000201085863663784,14
"2912","Australia","Ongoing",2004-02-21,5,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.782894736842105,0.782894736842105,1064,4973,0.00100542931831892,1
"2913","Australia","Ongoing",2004-02-22,9,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.783834586466165,0.783834586466165,1064,4973,0.00180977277297406,5
"2914","Australia","Ongoing",2004-02-23,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.784774436090226,0.784774436090226,1064,4973,0.000201085863663784,9
"2915","Australia","Ongoing",2004-02-24,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.785714285714286,0.785714285714286,1064,4973,0.000201085863663784,1
"2916","Australia","Ongoing",2004-02-25,6,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.786654135338346,0.786654135338346,1064,4973,0.00120651518198271,1
"2917","Australia","Ongoing",2004-02-26,0,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.787593984962406,0.787593984962406,1064,4973,0,6
"2918","Australia","Ongoing",2004-02-27,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.788533834586466,0.788533834586466,1064,4973,0.000201085863663784,0
"2919","Australia","Ongoing",2004-02-28,4,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.789473684210526,0.789473684210526,1064,4973,0.000804343454655138,1
"2920","Australia","Ongoing",2004-02-29,3,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.790413533834586,0.790413533834586,1064,4973,0.000603257590991353,4
"2921","Australia","Ongoing",2004-03-01,0,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.791353383458647,0.791353383458647,1064,4973,0,3
"2922","Australia","Ongoing",2004-03-02,3,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.792293233082707,0.792293233082707,1064,4973,0.000603257590991353,0
"2923","Australia","Ongoing",2004-03-03,2,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.793233082706767,0.793233082706767,1064,4973,0.000402171727327569,3
"2924","Australia","Ongoing",2004-03-04,11,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.794172932330827,0.794172932330827,1064,4973,0.00221194450030163,2
"2925","Australia","Ongoing",2004-03-05,4,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.795112781954887,0.795112781954887,1064,4973,0.000804343454655138,11
"2926","Australia","Ongoing",2004-03-06,3,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.796052631578947,0.796052631578947,1064,4973,0.000603257590991353,4
"2927","Australia","Ongoing",2004-03-07,5,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.796992481203007,0.796992481203007,1064,4973,0.00100542931831892,3
"2928","Australia","Ongoing",2004-03-08,0,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.797932330827068,0.797932330827068,1064,4973,0,5
"2929","Australia","Ongoing",2004-03-09,2,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.798872180451128,0.798872180451128,1064,4973,0.000402171727327569,0
"2930","Australia","Ongoing",2004-03-10,10,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.799812030075188,0.799812030075188,1064,4973,0.00201085863663784,2
"2931","Australia","Ongoing",2004-03-11,4,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.800751879699248,0.800751879699248,1064,4973,0.000804343454655138,10
"2932","Australia","Ongoing",2004-03-12,4,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.801691729323308,0.801691729323308,1064,4973,0.000804343454655138,4
"2933","Australia","Ongoing",2004-03-13,12,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.802631578947368,0.802631578947368,1064,4973,0.00241303036396541,4
"2934","Australia","Ongoing",2004-03-14,9,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.803571428571429,0.803571428571429,1064,4973,0.00180977277297406,12
"2935","Australia","Ongoing",2004-03-15,4,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.804511278195489,0.804511278195489,1064,4973,0.000804343454655138,9
"2936","Australia","Ongoing",2004-03-16,7,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.805451127819549,0.805451127819549,1064,4973,0.00140760104564649,4
"2937","Australia","Ongoing",2004-03-17,4,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.806390977443609,0.806390977443609,1064,4973,0.000804343454655138,7
"2938","Australia","Ongoing",2004-03-18,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.807330827067669,0.807330827067669,1064,4973,0.000201085863663784,4
"2939","Australia","Ongoing",2004-03-19,5,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.808270676691729,0.808270676691729,1064,4973,0.00100542931831892,1
"2940","Australia","Ongoing",2004-03-20,10,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.809210526315789,0.809210526315789,1064,4973,0.00201085863663784,5
"2941","Australia","Ongoing",2004-03-21,7,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.81015037593985,0.81015037593985,1064,4973,0.00140760104564649,10
"2942","Australia","Ongoing",2004-03-22,5,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.81109022556391,0.81109022556391,1064,4973,0.00100542931831892,7
"2943","Australia","Ongoing",2004-03-23,1,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.81203007518797,0.81203007518797,1064,4973,0.000201085863663784,5
"2944","Australia","Ongoing",2004-03-24,4,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.81296992481203,0.81296992481203,1064,4973,0.000804343454655138,1
"2945","Australia","Ongoing",2004-03-25,17,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.81390977443609,0.81390977443609,1064,4973,0.00341845968228434,4
"2946","Australia","Ongoing",2004-03-26,11,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.81484962406015,0.81484962406015,1064,4973,0.00221194450030163,17
"2947","Australia","Ongoing",2004-03-27,24,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.815789473684211,0.815789473684211,1064,4973,0.00482606072793083,11
"2948","Australia","Ongoing",2004-03-28,13,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.816729323308271,0.816729323308271,1064,4973,0.0026141162276292,24
"2949","Australia","Ongoing",2004-03-29,0,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.817669172932331,0.817669172932331,1064,4973,0,13
"2950","Australia","Ongoing",2004-03-30,15,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.818609022556391,0.818609022556391,1064,4973,0.00301628795495677,0
"2951","Australia","Ongoing",2004-03-31,9,40,2004-01-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.0395408542103564,-1.09333165486654,"Australia: 40",0.819548872180451,0.819548872180451,1064,4973,0.00180977277297406,15
"2952","Australia","Ongoing",2004-04-01,7,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.820488721804511,0.820488721804511,1064,4973,0.00140760104564649,9
"2953","Australia","Ongoing",2004-04-02,1,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.821428571428571,0.821428571428571,1064,4973,0.000201085863663784,7
"2954","Australia","Ongoing",2004-04-03,1,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.822368421052632,0.822368421052632,1064,4973,0.000201085863663784,1
"2955","Australia","Ongoing",2004-04-04,7,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.823308270676692,0.823308270676692,1064,4973,0.00140760104564649,1
"2956","Australia","Ongoing",2004-04-05,8,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.824248120300752,0.824248120300752,1064,4973,0.00160868690931028,7
"2957","Australia","Ongoing",2004-04-06,7,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.825187969924812,0.825187969924812,1064,4973,0.00140760104564649,8
"2958","Australia","Ongoing",2004-04-07,1,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.826127819548872,0.826127819548872,1064,4973,0.000201085863663784,7
"2959","Australia","Ongoing",2004-04-08,10,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.827067669172932,0.827067669172932,1064,4973,0.00201085863663784,1
"2960","Australia","Ongoing",2004-04-09,6,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.828007518796993,0.828007518796993,1064,4973,0.00120651518198271,10
"2961","Australia","Ongoing",2004-04-10,3,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.828947368421053,0.828947368421053,1064,4973,0.000603257590991353,6
"2962","Australia","Ongoing",2004-04-11,1,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.829887218045113,0.829887218045113,1064,4973,0.000201085863663784,3
"2963","Australia","Ongoing",2004-04-12,3,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.830827067669173,0.830827067669173,1064,4973,0.000603257590991353,1
"2964","Australia","Ongoing",2004-04-13,2,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.831766917293233,0.831766917293233,1064,4973,0.000402171727327569,3
"2965","Australia","Ongoing",2004-04-14,0,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.832706766917293,0.832706766917293,1064,4973,0,2
"2966","Australia","Ongoing",2004-04-15,7,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.833646616541353,0.833646616541353,1064,4973,0.00140760104564649,0
"2967","Australia","Ongoing",2004-04-16,4,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.834586466165414,0.834586466165414,1064,4973,0.000804343454655138,7
"2968","Australia","Ongoing",2004-04-17,7,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.835526315789474,0.835526315789474,1064,4973,0.00140760104564649,4
"2969","Australia","Ongoing",2004-04-18,2,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.836466165413534,0.836466165413534,1064,4973,0.000402171727327569,7
"2970","Australia","Ongoing",2004-04-19,5,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.837406015037594,0.837406015037594,1064,4973,0.00100542931831892,2
"2971","Australia","Ongoing",2004-04-20,8,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.838345864661654,0.838345864661654,1064,4973,0.00160868690931028,5
"2972","Australia","Ongoing",2004-04-21,1,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.839285714285714,0.839285714285714,1064,4973,0.000201085863663784,8
"2973","Australia","Ongoing",2004-04-22,1,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.840225563909774,0.840225563909774,1064,4973,0.000201085863663784,1
"2974","Australia","Ongoing",2004-04-23,1,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.841165413533835,0.841165413533835,1064,4973,0.000201085863663784,1
"2975","Australia","Ongoing",2004-04-24,0,40,2004-04-01,2001-11-10,2004-10-09,"Multiparty Government","Single-party Government","Majority Government",0.286681572118197,0.330910769375888,"Australia: 40",0.842105263157895,0.842105263157895,1064,4973,0,1
